@relation energy_consumption-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute DateTime string
@attribute Consumption numeric
@attribute Production numeric
@attribute Nuclear numeric
@attribute Wind numeric
@attribute Hydroelectric numeric
@attribute Oil_and_Gas numeric
@attribute Coal numeric
@attribute Solar numeric
@attribute Biomass numeric

@data
09/01/2021?12:00,0.688963,0.609496,0.959777,0.085301,0.624795,0.773546,0.284765,0.131047,74
09/01/2021?13:00,0.662417,0.591386,0.957542,0.066267,0.600376,0.776119,0.29628,0.137203,76
09/01/2021?14:00,0.645302,0.590169,0.960894,0.045118,0.624795,0.776119,0.284765,0.111697,76
09/01/2021?15:00,0.627139,0.567798,0.960894,0.021502,0.62456,0.781266,0.265722,0.070361,76
09/01/2021?16:00,0.672022,0.560645,0.960894,0.013042,0.656492,0.786927,0.224978,0.004398,76
09/01/2021?17:00,0.761264,0.584082,0.962011,0.009517,0.696173,0.786927,0.224978,0,76
09/01/2021?18:00,0.762836,0.557449,0.959777,0.008107,0.65931,0.784869,0.220992,0,76
09/01/2021?19:00,0.737513,0.555471,0.957542,0.005992,0.659075,0.783325,0.221878,0,74
09/01/2021?20:00,0.697171,0.54984,0.959777,0.006345,0.649448,0.781781,0.223649,0,74
09/01/2021?21:00,0.625742,0.523665,0.959777,0.011632,0.604367,0.783839,0.223649,0,75
09/01/2021?22:00,0.567237,0.529143,0.957542,0.008812,0.614463,0.781781,0.226749,0,74
09/01/2021?23:00,0.503842,0.537057,0.960894,0.005992,0.626438,0.782295,0.228964,0,75
10/01/2021?0:00,0.432414,0.492923,0.959777,0.005287,0.577131,0.755018,0.219663,0,71
10/01/2021?1:00,0.381767,0.490336,0.962011,0.013394,0.569617,0.756047,0.214792,0,70
10/01/2021?2:00,0.367796,0.497185,0.962011,0.012689,0.575018,0.770458,0.214792,0,66
10/01/2021?3:00,0.367796,0.497185,0.962011,0.012689,0.575018,0.770458,0.214792,0,66
10/01/2021?4:00,0.367796,0.497185,0.962011,0.012689,0.575018,0.770458,0.214792,0,66
10/01/2021?5:00,0.367796,0.497185,0.962011,0.012689,0.575018,0.770458,0.214792,0,66
10/01/2021?6:00,0.367796,0.497185,0.962011,0.012689,0.575018,0.770458,0.214792,0,66
10/01/2021?7:00,0.367796,0.497185,0.962011,0.012689,0.575018,0.770458,0.214792,0,66
10/01/2021?8:00,0.445337,0.519099,0.960894,0.032076,0.576192,0.750901,0.262622,0.007916,69
10/01/2021?9:00,0.522878,0.541014,0.960894,0.051463,0.5776,0.731858,0.310895,0.015831,72
10/01/2021?10:00,0.54366,0.559732,0.967598,0.054635,0.585818,0.75193,0.313552,0.041337,73
10/01/2021?11:00,0.552742,0.588191,0.963128,0.039478,0.620099,0.779722,0.318423,0.061566,72
10/01/2021?12:00,0.556759,0.600365,0.960894,0.036658,0.633012,0.779722,0.323738,0.081794,74
10/01/2021?13:00,0.552393,0.593213,0.963128,0.036306,0.625499,0.780237,0.318866,0.082674,67
10/01/2021?14:00,0.537199,0.58119,0.959777,0.059922,0.600376,0.776634,0.316652,0.058927,68
10/01/2021?15:00,0.52445,0.576168,0.960894,0.097638,0.585114,0.752445,0.315766,0.03518,68
10/01/2021?16:00,0.560775,0.600061,0.959777,0.165668,0.576896,0.774061,0.311337,0.004398,70
10/01/2021?17:00,0.645127,0.61254,0.956425,0.211491,0.576896,0.773031,0.294066,0,72
10/01/2021?18:00,0.672546,0.67037,0.962011,0.307719,0.617985,0.76737,0.26705,0,72
10/01/2021?19:00,0.667831,0.683153,0.963128,0.35601,0.613759,0.773546,0.246678,0,71
10/01/2021?20:00,0.652986,0.691371,0.958659,0.346493,0.646865,0.739063,0.251107,0,68
10/01/2021?21:00,0.599895,0.690306,0.957542,0.494184,0.584644,0.670612,0.239593,0,69
10/01/2021?22:00,0.532833,0.700959,0.964246,0.536482,0.594271,0.600103,0.257307,0,69
10/01/2021?23:00,0.465596,0.69411,0.962011,0.487134,0.556938,0.704581,0.282551,0,66
11/01/2021?0:00,0.44132,0.698372,0.963128,0.545294,0.559991,0.644364,0.267936,0,64
11/01/2021?1:00,0.376528,0.589408,0.963128,0.501939,0.4332,0.633556,0.254207,0,65
11/01/2021?2:00,0.35592,0.581038,0.959777,0.528728,0.39892,0.62738,0.267493,0,63
11/01/2021?3:00,0.361509,0.6028,0.962011,0.614381,0.397511,0.579516,0.265722,0,64
11/01/2021?4:00,0.371638,0.60067,0.964246,0.674656,0.378023,0.5579,0.238264,0,66
11/01/2021?5:00,0.406567,0.626084,0.962011,0.664787,0.40432,0.586207,0.250664,0,67
11/01/2021?6:00,0.519735,0.659717,0.963128,0.715897,0.416999,0.598044,0.246236,0,69
11/01/2021?7:00,0.684422,0.800791,0.963128,0.738104,0.610237,0.603706,0.261736,0,71
11/01/2021?8:00,0.8051,0.883732,0.945251,0.743743,0.657901,0.752445,0.282994,0,74
11/01/2021?9:00,0.910758,0.90869,0.894972,0.739161,0.672928,0.769943,0.332595,0.009675,75
11/01/2021?10:00,0.926301,0.914929,0.871508,0.729644,0.689129,0.773546,0.335252,0.01759,74
11/01/2021?11:00,0.899581,0.899102,0.869274,0.724357,0.664945,0.752959,0.351639,0.031662,74
11/01/2021?12:00,0.873035,0.883427,0.868156,0.719422,0.640761,0.732887,0.368468,0.045734,74
11/01/2021?13:00,0.893643,0.905798,0.893855,0.69792,0.668467,0.732887,0.389725,0.063325,74
11/01/2021?14:00,0.853301,0.899711,0.877095,0.70638,0.653675,0.749871,0.391497,0.042216,74
11/01/2021?15:00,0.829375,0.889971,0.875978,0.70074,0.651092,0.751415,0.387068,0.016711,75
11/01/2021?16:00,0.835487,0.876579,0.897207,0.689108,0.637943,0.756562,0.383082,0.00088,75
11/01/2021?17:00,0.887705,0.870492,0.909497,0.685583,0.631838,0.747298,0.385297,0,75
11/01/2021?18:00,0.898882,0.865774,0.929609,0.670074,0.636769,0.740093,0.379982,0,74
11/01/2021?19:00,0.87583,0.837468,0.93743,0.63553,0.623855,0.754503,0.349424,0,75
11/01/2021?20:00,0.836186,0.815553,0.939665,0.578075,0.644283,0.764797,0.310895,0,73
11/01/2021?21:00,0.763709,0.803074,0.945251,0.536835,0.650153,0.763253,0.313109,0,74
11/01/2021?22:00,0.649668,0.756658,0.949721,0.514276,0.600376,0.757591,0.305137,0,72
11/01/2021?23:00,0.569158,0.682697,0.951955,0.530842,0.512562,0.686567,0.294066,0,73
12/01/2021?0:00,0.49738,0.612236,0.950838,0.501586,0.44494,0.623263,0.310452,0,69
12/01/2021?1:00,0.456863,0.56795,0.950838,0.498061,0.414651,0.555841,0.300266,0,69
12/01/2021?2:00,0.42927,0.568102,0.955307,0.565386,0.377788,0.539372,0.298937,0,68
12/01/2021?3:00,0.441844,0.565667,0.957542,0.566443,0.369336,0.546063,0.29938,0,69
12/01/2021?4:00,0.433811,0.552427,0.955307,0.572436,0.3529,0.531652,0.297609,0,70
12/01/2021?5:00,0.495809,0.588647,0.956425,0.587945,0.370979,0.570252,0.313552,0,72
12/01/2021?6:00,0.578589,0.597169,0.959777,0.602044,0.384363,0.553783,0.308237,0,73
12/01/2021?7:00,0.657527,0.663826,0.958659,0.586535,0.512327,0.530108,0.301151,0,76
12/01/2021?8:00,0.830772,0.775833,0.956425,0.625661,0.62949,0.546577,0.344996,0,73
12/01/2021?9:00,0.918093,0.79166,0.888268,0.548114,0.700869,0.729285,0.220106,0.008795,71
12/01/2021?10:00,0.927873,0.792726,0.889385,0.51921,0.696408,0.735975,0.257307,0.016711,71
12/01/2021?11:00,0.90255,0.818597,0.911732,0.63553,0.638648,0.744725,0.266608,0.037819,72
12/01/2021?12:00,0.892595,0.792421,0.915084,0.634826,0.634186,0.702007,0.234278,0.043096,71
12/01/2021?13:00,0.892595,0.792421,0.915084,0.634826,0.634186,0.702007,0.234278,0.043096,71
12/01/2021?14:00,0.855746,0.795769,0.935196,0.70215,0.605306,0.656202,0.25155,0.029024,70
12/01/2021?15:00,0.818896,0.799117,0.955307,0.769827,0.576426,0.610396,0.268822,0.015831,70
12/01/2021?16:00,0.822564,0.793639,0.95419,0.767712,0.59521,0.545548,0.284765,0.00088,70
12/01/2021?17:00,0.889102,0.78603,0.956425,0.76595,0.581827,0.547607,0.28698,0,71
12/01/2021?18:00,0.887531,0.764876,0.956425,0.719069,0.561869,0.547607,0.321966,0,72
12/01/2021?19:00,0.872337,0.773246,0.957542,0.740924,0.574078,0.542975,0.300266,0,69
12/01/2021?20:00,0.850506,0.760158,0.958659,0.671131,0.586757,0.584148,0.290523,0,69
12/01/2021?21:00,0.747468,0.736722,0.955307,0.569263,0.570087,0.702007,0.284322,0,64
12/01/2021?22:00,0.670101,0.715568,0.953073,0.481495,0.592393,0.696346,0.295837,0,65
12/01/2021?23:00,0.582256,0.613605,0.956425,0.508636,0.463959,0.602676,0.285208,0,67
13/01/2021?0:00,0.504541,0.557602,0.955307,0.550229,0.37004,0.551209,0.291851,0,67
13/01/2021?1:00,0.476598,0.5401,0.955307,0.498414,0.327542,0.630983,0.318866,0,66
13/01/2021?2:00,0.4511,0.501598,0.956425,0.36447,0.344682,0.635615,0.338795,0,64
13/01/2021?3:00,0.448131,0.472835,0.955307,0.251674,0.363466,0.666495,0.33481,0,65
13/01/2021?4:00,0.454418,0.444072,0.960894,0.186465,0.361822,0.662378,0.337024,0,66
13/01/2021?5:00,0.505938,0.47177,0.958659,0.105393,0.40479,0.758621,0.356067,0,67
13/01/2021?6:00,0.578065,0.466596,0.957542,0.083186,0.396337,0.731858,0.406554,0,71
13/01/2021?7:00,0.741355,0.59306,0.958659,0.111033,0.554121,0.721565,0.450841,0,71
13/01/2021?8:00,0.851904,0.671587,0.956425,0.156151,0.617281,0.772002,0.459699,0.001759,71
13/01/2021?9:00,0.892421,0.669913,0.932961,0.180472,0.600141,0.768914,0.466342,0.005277,74
13/01/2021?10:00,0.9022,0.691219,0.898324,0.183645,0.642874,0.769429,0.446856,0.026385,70
13/01/2021?11:00,0.887705,0.692893,0.918436,0.277053,0.575252,0.765311,0.437555,0.066843,71
13/01/2021?12:00,0.87321,0.694719,0.938547,0.370462,0.507866,0.761194,0.428255,0.1073,72
13/01/2021?13:00,0.868669,0.701567,0.944134,0.498766,0.470298,0.74421,0.368025,0.109059,73
13/01/2021?14:00,0.839853,0.690002,0.92067,0.423687,0.517727,0.670612,0.412312,0.109059,71
13/01/2021?15:00,0.833392,0.689393,0.927374,0.30349,0.556469,0.755018,0.430469,0.072999,73
13/01/2021?16:00,0.822564,0.674479,0.931844,0.272471,0.559756,0.756047,0.440655,0.024626,75
13/01/2021?17:00,0.882117,0.690915,0.946369,0.279521,0.57854,0.756047,0.451727,0,74
13/01/2021?18:00,0.896437,0.68011,0.947486,0.23405,0.589105,0.756047,0.456599,0,74
13/01/2021?19:00,0.883339,0.679501,0.946369,0.215016,0.598263,0.75965,0.459699,0,72
13/01/2021?20:00,0.849983,0.665348,0.947486,0.199859,0.596619,0.758621,0.441098,0,71
13/01/2021?21:00,0.754803,0.625171,0.95419,0.135002,0.582062,0.760165,0.429141,0,71
13/01/2021?22:00,0.663465,0.585603,0.951955,0.103278,0.531345,0.768914,0.443756,0,71
13/01/2021?23:00,0.551345,0.488206,0.960894,0.06662,0.389293,0.745239,0.492471,0,68
14/01/2021?0:00,0.514845,0.449095,0.959777,0.081424,0.356422,0.659804,0.4938,0,72
14/01/2021?1:00,0.472407,0.462639,0.958659,0.099048,0.368631,0.662892,0.485385,0,72
14/01/2021?2:00,0.464722,0.469639,0.962011,0.116673,0.362526,0.680391,0.478742,0,72
14/01/2021?3:00,0.451799,0.452595,0.960894,0.130772,0.342803,0.656716,0.469885,0,73
14/01/2021?4:00,0.471533,0.470096,0.962011,0.112443,0.354543,0.703037,0.480957,0,73
14/01/2021?5:00,0.503493,0.484706,0.962011,0.097286,0.369336,0.740093,0.482728,0,74
14/01/2021?6:00,0.5978,0.49338,0.959777,0.10645,0.39845,0.698405,0.478742,0,73
14/01/2021?7:00,0.733671,0.604322,0.958659,0.101516,0.586523,0.656202,0.488043,0,75
14/01/2021?8:00,0.862033,0.672044,0.958659,0.129714,0.614933,0.76737,0.488043,0.023747,76
14/01/2021?9:00,0.915823,0.67037,0.93743,0.119492,0.586757,0.814205,0.473428,0.114336,74
14/01/2021?10:00,0.896961,0.673109,0.907263,0.102573,0.590984,0.81369,0.467671,0.189974,75
14/01/2021?11:00,0.884212,0.678436,0.909497,0.097991,0.597793,0.812146,0.471213,0.200528,75
14/01/2021?12:00,0.877925,0.686197,0.907263,0.101163,0.599671,0.814205,0.473871,0.225154,74
14/01/2021?13:00,0.866923,0.677066,0.911732,0.077547,0.598028,0.815234,0.476971,0.225154,75
14/01/2021?14:00,0.837234,0.66687,0.92514,0.057103,0.607889,0.812661,0.483614,0.161829,74
14/01/2021?15:00,0.827978,0.667935,0.92514,0.05111,0.626203,0.816778,0.502214,0.069481,75
14/01/2021?16:00,0.834265,0.677979,0.913966,0.118787,0.600141,0.827586,0.519043,0.012313,76
14/01/2021?17:00,0.894866,0.671131,0.869274,0.206556,0.5776,0.82141,0.460142,0,76
14/01/2021?18:00,0.903598,0.678131,0.919553,0.284455,0.536981,0.789501,0.467671,0,75
14/01/2021?19:00,0.904122,0.690915,0.931844,0.220656,0.584409,0.784354,0.495571,0,74
14/01/2021?20:00,0.859937,0.697306,0.934078,0.168488,0.61282,0.820896,0.492914,0,76
14/01/2021?21:00,0.80021,0.688632,0.941899,0.203736,0.583705,0.819352,0.475642,0,77
14/01/2021?22:00,0.669228,0.664587,0.941899,0.255552,0.54285,0.755533,0.471213,0,81
14/01/2021?23:00,0.597625,0.595191,0.953073,0.287628,0.437661,0.690685,0.479185,0,80
15/01/2021?0:00,0.545582,0.571907,0.950838,0.326754,0.405494,0.639732,0.467671,0,80
15/01/2021?1:00,0.504541,0.547101,0.95419,0.348255,0.359709,0.618631,0.471656,0,81
15/01/2021?2:00,0.47066,0.533252,0.955307,0.352133,0.346795,0.607308,0.46147,0,78
15/01/2021?3:00,0.474852,0.546949,0.957542,0.261896,0.377319,0.69017,0.483614,0,80
15/01/2021?4:00,0.47293,0.497185,0.957542,0.223828,0.370744,0.612455,0.465899,0,81
15/01/2021?5:00,0.518687,0.530665,0.959777,0.203736,0.37591,0.733402,0.473428,0,80
15/01/2021?6:00,0.60723,0.540405,0.960894,0.206204,0.400798,0.703037,0.476085,0,85
15/01/2021?7:00,0.756724,0.649368,0.955307,0.176947,0.57267,0.749871,0.467671,0,85
15/01/2021?8:00,0.862382,0.718308,0.951955,0.158618,0.639822,0.827072,0.487157,0.021108,86
15/01/2021?9:00,0.915124,0.730787,0.907263,0.151921,0.631369,0.83016,0.519486,0.109059,85
15/01/2021?10:00,0.921935,0.744179,0.896089,0.128657,0.642639,0.827072,0.533215,0.187335,87
15/01/2021?11:00,0.905693,0.746766,0.916201,0.090236,0.647805,0.826042,0.534544,0.265611,84
15/01/2021?12:00,0.877576,0.725004,0.886034,0.081072,0.616577,0.824498,0.524358,0.326297,84
15/01/2021?13:00,0.874432,0.738396,0.903911,0.077547,0.636534,0.820896,0.528787,0.324538,79
15/01/2021?14:00,0.843695,0.723634,0.919553,0.078957,0.627847,0.826557,0.525686,0.255057,78
15/01/2021?15:00,0.825707,0.686501,0.910615,0.078252,0.622212,0.823984,0.479185,0.16095,85
15/01/2021?16:00,0.824136,0.654999,0.928492,0.065562,0.607889,0.824498,0.477414,0.049252,86
15/01/2021?17:00,0.903423,0.665956,0.953073,0.071907,0.614229,0.830674,0.499557,0,86
15/01/2021?18:00,0.920363,0.665804,0.945251,0.091999,0.608124,0.834792,0.484942,0,86
15/01/2021?19:00,0.886832,0.654543,0.946369,0.106098,0.597089,0.828101,0.462356,0,84
15/01/2021?20:00,0.856095,0.654999,0.945251,0.108565,0.64217,0.704066,0.483171,0,82
15/01/2021?21:00,0.778554,0.659565,0.944134,0.12901,0.623621,0.750901,0.465456,0,83
15/01/2021?22:00,0.674991,0.624715,0.947486,0.122312,0.599436,0.675759,0.481842,0,83
15/01/2021?23:00,0.599546,0.551666,0.944134,0.10927,0.493543,0.680906,0.482728,0,81
16/01/2021?0:00,0.553615,0.495511,0.953073,0.086359,0.473116,0.65054,0.408769,0,78
16/01/2021?1:00,0.511526,0.497185,0.95419,0.099048,0.414651,0.722594,0.446413,0,80
16/01/2021?2:00,0.490919,0.504946,0.953073,0.096581,0.389293,0.762738,0.486271,0,78
16/01/2021?3:00,0.475201,0.497185,0.957542,0.117025,0.376379,0.748842,0.472099,0,81
16/01/2021?4:00,0.48533,0.508142,0.955307,0.103631,0.381545,0.776634,0.488485,0,81
16/01/2021?5:00,0.498428,0.508142,0.955307,0.075784,0.385302,0.795677,0.499557,0,81
16/01/2021?6:00,0.521656,0.495511,0.956425,0.058513,0.384128,0.789501,0.4907,0,81
16/01/2021?7:00,0.585051,0.524121,0.956425,0.059922,0.435313,0.783839,0.480071,0,83
16/01/2021?8:00,0.669577,0.539948,0.958659,0.054283,0.45715,0.784354,0.488043,0.006157,83
16/01/2021?9:00,0.754104,0.575103,0.957542,0.043003,0.500352,0.800823,0.492471,0.041337,83
16/01/2021?10:00,0.789382,0.61391,0.955307,0.033839,0.539798,0.821925,0.504429,0.080035,83
16/01/2021?11:00,0.794446,0.625019,0.953073,0.048643,0.539563,0.82141,0.507972,0.102023,83
16/01/2021?12:00,0.776982,0.631715,0.95419,0.077899,0.533928,0.816264,0.5062,0.102902,81
16/01/2021?13:00,0.765281,0.622128,0.95419,0.139232,0.497065,0.794647,0.492028,0.096746,81
16/01/2021?14:00,0.739434,0.619084,0.951955,0.202679,0.472411,0.776634,0.478299,0.072999,82
16/01/2021?15:00,0.719874,0.614366,0.956425,0.312302,0.447758,0.707669,0.445084,0.044855,82
16/01/2021?16:00,0.738212,0.608127,0.95419,0.402538,0.454332,0.630983,0.38574,0.010554,83
16/01/2021?17:00,0.827279,0.662456,0.953073,0.430384,0.505987,0.64282,0.406112,0,83
16/01/2021?18:00,0.849983,0.712677,0.957542,0.462108,0.5081,0.696861,0.460142,0,83
16/01/2021?19:00,0.842298,0.739766,0.95419,0.468453,0.561165,0.644879,0.477857,0,82
16/01/2021?20:00,0.794272,0.728961,0.959777,0.517448,0.513266,0.65157,0.467671,0,82
16/01/2021?21:00,0.728781,0.700046,0.956425,0.609799,0.447758,0.606794,0.431355,0,81
16/01/2021?22:00,0.641285,0.696698,0.962011,0.689461,0.400094,0.629954,0.388397,0,82
16/01/2021?23:00,0.568285,0.680566,0.959777,0.685936,0.378962,0.621719,0.394597,0,80
17/01/2021?0:00,0.526371,0.614823,0.959777,0.600634,0.334586,0.613484,0.400797,0,80
17/01/2021?1:00,0.473105,0.68224,0.959777,0.530842,0.380606,0.726711,0.500443,0,80
17/01/2021?2:00,0.450227,0.62091,0.959777,0.499119,0.368396,0.633556,0.466785,0,78
17/01/2021?3:00,0.44883,0.603409,0.962011,0.420515,0.37051,0.672156,0.475199,0,81
17/01/2021?4:00,0.435033,0.579973,0.958659,0.403243,0.344917,0.695831,0.45837,0,79
17/01/2021?5:00,0.452847,0.551819,0.959777,0.381741,0.314393,0.681935,0.471656,0,81
17/01/2021?6:00,0.47328,0.522599,0.959777,0.284455,0.351256,0.647452,0.469885,0,80
17/01/2021?7:00,0.517639,0.514534,0.958659,0.202679,0.362526,0.682964,0.496014,0,83
17/01/2021?8:00,0.573,0.565515,0.959777,0.12478,0.428504,0.804426,0.511515,0.004398,80
17/01/2021?9:00,0.619979,0.57982,0.956425,0.100106,0.47429,0.765826,0.508415,0.051011,80
17/01/2021?10:00,0.635871,0.603105,0.958659,0.093409,0.464193,0.788986,0.530115,0.157432,79
17/01/2021?11:00,0.626092,0.595343,0.957542,0.107155,0.434139,0.78281,0.523915,0.235708,55
17/01/2021?12:00,0.613343,0.608583,0.958659,0.143814,0.428504,0.777663,0.5062,0.277924,63
17/01/2021?13:00,0.597625,0.60067,0.955307,0.18153,0.409251,0.769429,0.480957,0.283201,56
17/01/2021?14:00,0.578414,0.574798,0.958659,0.187522,0.389998,0.755533,0.474314,0.226033,56
17/01/2021?15:00,0.590115,0.55821,0.960894,0.145576,0.39892,0.78281,0.484942,0.126649,62
17/01/2021?16:00,0.618931,0.527013,0.959777,0.111385,0.394694,0.780237,0.4876,0.034301,74
17/01/2021?17:00,0.72686,0.567189,0.960894,0.071554,0.481334,0.79825,0.492471,0.00088,75
17/01/2021?18:00,0.750437,0.600213,0.964246,0.075432,0.510918,0.834277,0.492914,0,84
17/01/2021?19:00,0.749913,0.587582,0.959777,0.121607,0.495891,0.785383,0.472099,0,79
17/01/2021?20:00,0.724415,0.584234,0.962011,0.117378,0.487908,0.792589,0.475199,0,80
17/01/2021?21:00,0.661369,0.555928,0.960894,0.124075,0.455271,0.765826,0.468999,0,81
17/01/2021?22:00,0.584003,0.535078,0.960894,0.12619,0.408312,0.784869,0.478742,0,80
17/01/2021?23:00,0.522005,0.533252,0.960894,0.122665,0.397042,0.797735,0.488928,0,78
18/01/2021?0:00,0.468564,0.525795,0.959777,0.151569,0.395868,0.755018,0.469442,0,79
18/01/2021?1:00,0.43678,0.447725,0.962011,0.200564,0.244658,0.707154,0.505757,0,80
18/01/2021?2:00,0.419315,0.436007,0.962011,0.249207,0.233623,0.639732,0.491585,0,75
18/01/2021?3:00,0.420538,0.444986,0.962011,0.246035,0.232684,0.662892,0.502657,0,77
18/01/2021?4:00,0.429794,0.443768,0.960894,0.249912,0.234562,0.661863,0.491143,0,80
18/01/2021?5:00,0.476423,0.443616,0.964246,0.251322,0.238084,0.652084,0.489371,0,79
18/01/2021?6:00,0.594132,0.479683,0.960894,0.211139,0.24231,0.766341,0.538973,0,81
18/01/2021?7:00,0.769997,0.643585,0.960894,0.173423,0.503639,0.784869,0.553587,0,83
18/01/2021?8:00,0.903248,0.72683,0.962011,0.151569,0.594975,0.834277,0.597874,0.01759,84
18/01/2021?9:00,0.982187,0.757571,0.938547,0.122665,0.637239,0.841482,0.614703,0.081794,84
18/01/2021?10:00,0.996333,0.774159,0.892737,0.097991,0.659544,0.841482,0.608503,0.204925,83
18/01/2021?11:00,0.98533,0.792726,0.881564,0.095523,0.672928,0.841997,0.623561,0.246262,83
18/01/2021?12:00,0.974328,0.811444,0.871508,0.093056,0.686546,0.842512,0.639061,0.287599,84
18/01/2021?13:00,0.935382,0.803531,0.892737,0.092704,0.67645,0.834792,0.615146,0.324538,83
18/01/2021?14:00,0.904995,0.777051,0.899441,0.083891,0.65344,0.832218,0.621789,0.265611,83
18/01/2021?15:00,0.880545,0.731852,0.903911,0.076489,0.618925,0.838394,0.630204,0.118734,85
18/01/2021?16:00,0.879497,0.700959,0.888268,0.076137,0.595445,0.841482,0.622232,0.05365,84
18/01/2021?17:00,0.927873,0.688784,0.892737,0.076842,0.60108,0.839938,0.602303,0,84
18/01/2021?18:00,0.94167,0.690458,0.922905,0.085654,0.586523,0.839938,0.611603,0,82
18/01/2021?19:00,0.955466,0.692284,0.953073,0.094818,0.5722,0.839938,0.620903,0,81
18/01/2021?20:00,0.914425,0.680566,0.953073,0.085654,0.564452,0.828101,0.624446,0,80
18/01/2021?21:00,0.842298,0.661391,0.948603,0.062037,0.552947,0.810087,0.636404,0,82
18/01/2021?22:00,0.713413,0.629889,0.953073,0.05252,0.518432,0.791559,0.636847,0,79
18/01/2021?23:00,0.629235,0.530969,0.95419,0.050758,0.382015,0.776634,0.620903,0,79
19/01/2021?0:00,0.572826,0.487293,0.950838,0.052168,0.30688,0.800309,0.61426,0,80
19/01/2021?1:00,0.555711,0.43692,0.950838,0.058865,0.279174,0.693258,0.605846,0,75
19/01/2021?2:00,0.531785,0.437833,0.95419,0.047233,0.288565,0.692229,0.608946,0,66
19/01/2021?3:00,0.526371,0.421701,0.960894,0.034191,0.276826,0.683479,0.603632,0,71
19/01/2021?4:00,0.525148,0.415614,0.95419,0.040536,0.272364,0.662378,0.605846,0,73
19/01/2021?5:00,0.57073,0.419571,0.962011,0.028904,0.281287,0.673186,0.602746,0,73
19/01/2021?6:00,0.67796,0.478618,0.960894,0.020092,0.331298,0.774575,0.60496,0,74
19/01/2021?7:00,0.831994,0.638868,0.958659,0.022912,0.547546,0.820381,0.620461,0,74
19/01/2021?8:00,0.957737,0.719221,0.959777,0.024321,0.629725,0.84457,0.661205,0.029903,74
19/01/2021?9:00,0.998079,0.696698,0.948603,0.021149,0.603663,0.841482,0.623118,0.093228,76
19/01/2021?10:00,1,0.718156,0.945251,0.027141,0.610942,0.841997,0.633304,0.159191,73
19/01/2021?11:00,0.979218,0.732613,0.955307,0.040183,0.611176,0.840968,0.635518,0.194371,78
19/01/2021?12:00,0.970311,0.75468,0.928492,0.059922,0.637708,0.835306,0.620461,0.233949,76
19/01/2021?13:00,0.942194,0.744636,0.939665,0.078604,0.615637,0.824498,0.616475,0.230431,75
19/01/2021?14:00,0.914251,0.734744,0.950838,0.097286,0.593567,0.814205,0.612932,0.227792,75
19/01/2021?15:00,0.887705,0.70872,0.959777,0.12901,0.555529,0.822954,0.608503,0.124011,77
19/01/2021?16:00,0.89015,0.700807,0.95419,0.142756,0.55506,0.831704,0.608503,0.038698,73
19/01/2021?17:00,0.95634,0.730482,0.945251,0.18576,0.583705,0.832733,0.607174,0.00088,77
19/01/2021?18:00,0.972756,0.751027,0.948603,0.201621,0.599436,0.834792,0.616918,0,73
19/01/2021?19:00,0.942368,0.748897,0.945251,0.243567,0.584644,0.81369,0.607174,0,68
19/01/2021?20:00,0.909885,0.746462,0.946369,0.317237,0.567974,0.76737,0.577945,0,69
19/01/2021?21:00,0.833042,0.738396,0.943017,0.324991,0.56046,0.70561,0.614703,0,66
19/01/2021?22:00,0.727384,0.690458,0.948603,0.369404,0.501291,0.625322,0.598317,0,65
19/01/2021?23:00,0.6343,0.644651,0.949721,0.330631,0.39258,0.727226,0.630204,0,66
20/01/2021?0:00,0.574921,0.583777,0.957542,0.310187,0.35783,0.658775,0.597874,0,70
20/01/2021?1:00,0.531436,0.511338,0.957542,0.339796,0.27706,0.570252,0.578831,0,70
20/01/2021?2:00,0.514845,0.499772,0.957542,0.34191,0.254285,0.594442,0.566873,0,64
20/01/2021?3:00,0.507859,0.495206,0.958659,0.301375,0.251937,0.625322,0.580602,0,68
20/01/2021?4:00,0.516067,0.495054,0.957542,0.273528,0.260155,0.644879,0.582817,0,68
20/01/2021?5:00,0.531959,0.48364,0.959777,0.267536,0.262503,0.619146,0.575731,0,67
20/01/2021?6:00,0.628537,0.497337,0.958659,0.332041,0.263677,0.617087,0.533658,0,68
20/01/2021?7:00,0.794272,0.66413,0.95419,0.359887,0.493308,0.622234,0.546501,0,72
20/01/2021?8:00,0.91949,0.753462,0.958659,0.338386,0.567739,0.714874,0.604074,0.013193,71
20/01/2021?9:00,0.974852,0.752549,0.868156,0.324639,0.562339,0.730314,0.628875,0.060686,71
20/01/2021?10:00,0.967517,0.739766,0.864804,0.30349,0.552242,0.745239,0.60186,0.112577,64
20/01/2021?11:00,0.949005,0.726982,0.92514,0.260486,0.542616,0.735975,0.579274,0.202287,57
20/01/2021?12:00,0.917918,0.700959,0.890503,0.219951,0.531345,0.725682,0.576174,0.246262,56
20/01/2021?13:00,0.909012,0.714351,0.934078,0.23405,0.525241,0.724138,0.588574,0.255937,56
20/01/2021?14:00,0.865526,0.69898,0.924022,0.29926,0.508805,0.679876,0.557573,0.209323,56
20/01/2021?15:00,0.839679,0.697459,0.932961,0.316179,0.517962,0.644879,0.573959,0.145119,55
20/01/2021?16:00,0.845093,0.706133,0.941899,0.314769,0.520075,0.718477,0.585474,0.03606,57
20/01/2021?17:00,0.916172,0.733222,0.948603,0.29785,0.54379,0.798765,0.584588,0.001759,58
