@relation energy_consumption-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute DateTime string
@attribute Consumption numeric
@attribute Production numeric
@attribute Nuclear numeric
@attribute Wind numeric
@attribute Hydroelectric numeric
@attribute Oil_and_Gas numeric
@attribute Coal numeric
@attribute Solar numeric
@attribute Biomass numeric

@data
27/06/2019?22:00,0.567063,0.7317,0.868156,0.604512,0.612585,0.366958,0.475199,0,46
27/06/2019?23:00,0.476773,0.671587,0.87486,0.470568,0.603663,0.373134,0.479185,0,44
28/06/2019?0:00,0.384911,0.612236,0.871508,0.264011,0.54379,0.500772,0.572631,0,46
28/06/2019?1:00,0.343346,0.57419,0.878212,0.428974,0.512796,0.216161,0.552259,0,46
28/06/2019?2:00,0.313832,0.544057,0.877095,0.453648,0.541911,0.084406,0.491143,0,47
28/06/2019?3:00,0.300559,0.52473,0.880447,0.513923,0.493073,0.084406,0.450399,0,47
28/06/2019?4:00,0.293224,0.525034,0.878212,0.589707,0.441888,0.086979,0.45217,0,45
28/06/2019?5:00,0.301956,0.532796,0.880447,0.562214,0.458324,0.088523,0.474756,0,47
28/06/2019?6:00,0.374083,0.590473,0.880447,0.566091,0.54379,0.091096,0.464128,0.021108,48
28/06/2019?7:00,0.488474,0.681936,0.881564,0.584773,0.660484,0.089552,0.454384,0.087071,49
28/06/2019?8:00,0.569158,0.688175,0.878212,0.577723,0.642639,0.091611,0.465013,0.183817,49
28/06/2019?9:00,0.610898,0.694719,0.84581,0.621784,0.611881,0.09264,0.443756,0.292876,48
28/06/2019?10:00,0.616835,0.709633,0.81676,0.616496,0.603428,0.091096,0.459699,0.416007,49
28/06/2019?11:00,0.625218,0.723178,0.806704,0.605922,0.599202,0.09264,0.461027,0.53562,38
28/06/2019?12:00,0.626615,0.731852,0.820112,0.583363,0.61869,0.089552,0.471213,0.557608,37
28/06/2019?13:00,0.63395,0.748897,0.863687,0.518153,0.673867,0.089552,0.472542,0.573439,40
28/06/2019?14:00,0.619455,0.756354,0.863687,0.456821,0.703921,0.097787,0.512843,0.555849,47
28/06/2019?15:00,0.602166,0.784356,0.861453,0.477617,0.723174,0.10808,0.561116,0.480211,50
28/06/2019?16:00,0.588369,0.789225,0.871508,0.490307,0.704625,0.110654,0.605403,0.44679,50
28/06/2019?17:00,0.594831,0.791052,0.870391,0.53049,0.715661,0.107566,0.605403,0.317502,50
28/06/2019?18:00,0.561299,0.763202,0.870391,0.536482,0.703921,0.107566,0.602303,0.195251,50
28/06/2019?19:00,0.57562,0.768072,0.870391,0.530842,0.727401,0.10911,0.628875,0.094987,49
28/06/2019?20:00,0.568984,0.753006,0.869274,0.521325,0.737262,0.112198,0.615146,0.016711,50
28/06/2019?21:00,0.582955,0.733526,0.87486,0.489602,0.729514,0.112198,0.619132,0.001759,49
28/06/2019?22:00,0.560077,0.729569,0.872626,0.494536,0.717539,0.113742,0.624004,0,49
28/06/2019?23:00,0.463849,0.658347,0.872626,0.486429,0.660249,0.099331,0.549159,0,46
29/06/2019?0:00,0.37059,0.587277,0.873743,0.515333,0.579479,0.08492,0.470328,0,45
29/06/2019?1:00,0.319071,0.555623,0.873743,0.59147,0.494952,0.08595,0.441541,0,45
29/06/2019?2:00,0.29497,0.526404,0.882682,0.561509,0.449166,0.085435,0.476971,0,44
29/06/2019?3:00,0.283968,0.514229,0.881564,0.45964,0.493543,0.085435,0.487157,0,45
29/06/2019?4:00,0.262662,0.517729,0.881564,0.434262,0.542616,0.084406,0.43667,0,45
29/06/2019?5:00,0.252183,0.471009,0.87933,0.397603,0.487673,0.088008,0.448184,0,45
29/06/2019?6:00,0.25131,0.44529,0.881564,0.349665,0.468655,0.086979,0.464128,0.012313,44
29/06/2019?7:00,0.295494,0.464769,0.881564,0.228058,0.552947,0.084406,0.491143,0.060686,46
29/06/2019?8:00,0.359937,0.514229,0.881564,0.157913,0.609298,0.089552,0.538087,0.211082,45
29/06/2019?9:00,0.401327,0.557297,0.882682,0.215368,0.59568,0.091096,0.524358,0.390501,45
29/06/2019?10:00,0.410059,0.576016,0.880447,0.29926,0.574078,0.090582,0.457042,0.506596,45
29/06/2019?11:00,0.416696,0.619997,0.881564,0.386324,0.558347,0.090067,0.462356,0.592788,43
29/06/2019?12:00,0.423856,0.646781,0.881564,0.467748,0.536981,0.090067,0.445527,0.657872,44
29/06/2019?13:00,0.418442,0.644955,0.881564,0.501939,0.514675,0.089552,0.44287,0.649956,45
29/06/2019?14:00,0.38526,0.611931,0.880447,0.468453,0.489317,0.096243,0.454827,0.605101,45
29/06/2019?15:00,0.37059,0.605083,0.880447,0.502996,0.470768,0.103963,0.453942,0.5365,45
29/06/2019?16:00,0.379672,0.591234,0.881564,0.493479,0.466541,0.103448,0.454827,0.496922,43
29/06/2019?17:00,0.389102,0.584842,0.87933,0.399718,0.535337,0.103963,0.480957,0.380827,45
29/06/2019?18:00,0.397485,0.561102,0.881564,0.222771,0.65344,0.103448,0.493357,0.219877,44
29/06/2019?19:00,0.396612,0.539948,0.881564,0.141346,0.672224,0.102934,0.555802,0.1073,44
29/06/2019?20:00,0.416346,0.537818,0.882682,0.197392,0.638413,0.104992,0.584145,0.023747,39
29/06/2019?21:00,0.44656,0.535687,0.877095,0.198802,0.702278,0.102934,0.471213,0,44
29/06/2019?22:00,0.440098,0.557754,0.884916,0.326754,0.659075,0.105507,0.449513,0,44
29/06/2019?23:00,0.348411,0.533861,0.883799,0.357067,0.598028,0.102934,0.460142,0,43
30/06/2019?0:00,0.284841,0.476792,0.882682,0.319704,0.552008,0.08595,0.445084,0,42
30/06/2019?1:00,0.238561,0.48364,0.884916,0.314064,0.558112,0.078744,0.465899,0,38
30/06/2019?2:00,0.217255,0.446812,0.883799,0.332746,0.504813,0.07823,0.439327,0,33
30/06/2019?3:00,0.195948,0.410592,0.887151,0.334156,0.448932,0.078744,0.435784,0,34
30/06/2019?4:00,0.187391,0.405113,0.882682,0.358477,0.420286,0.080288,0.444198,0,32
30/06/2019?5:00,0.17307,0.395526,0.883799,0.352485,0.396807,0.082347,0.465013,0,34
30/06/2019?6:00,0.172546,0.374524,0.882682,0.271061,0.414651,0.081832,0.466785,0.010554,36
30/06/2019?7:00,0.215159,0.376959,0.883799,0.196334,0.456915,0.082347,0.451284,0.081794,36
30/06/2019?8:00,0.2562,0.406787,0.882682,0.198449,0.457854,0.083376,0.443313,0.258575,37
30/06/2019?9:00,0.293573,0.473596,0.882682,0.216778,0.502231,0.082862,0.446413,0.4292,37
30/06/2019?10:00,0.315578,0.543296,0.884916,0.337328,0.500117,0.082862,0.446856,0.53562,37
30/06/2019?11:00,0.322389,0.562015,0.884916,0.378216,0.474759,0.083376,0.456156,0.616535,38
30/06/2019?12:00,0.337583,0.575864,0.881564,0.399718,0.466541,0.086979,0.461913,0.659631,36
30/06/2019?13:00,0.347014,0.577538,0.886034,0.403595,0.458793,0.100875,0.465456,0.656992,36
30/06/2019?14:00,0.330423,0.564602,0.888268,0.413112,0.442827,0.10036,0.450841,0.645558,37
30/06/2019?15:00,0.330772,0.56095,0.883799,0.312654,0.507631,0.10139,0.475642,0.585752,35
30/06/2019?16:00,0.347188,0.566276,0.883799,0.244625,0.585349,0.099846,0.475199,0.503958,36
30/06/2019?17:00,0.360985,0.563385,0.882682,0.211491,0.634656,0.099331,0.476528,0.376429,37
30/06/2019?18:00,0.376528,0.532187,0.883799,0.156151,0.651327,0.098302,0.518601,0.190853,36
30/06/2019?19:00,0.386657,0.523208,0.87933,0.108565,0.656962,0.099331,0.604074,0.066843,37
30/06/2019?20:00,0.399406,0.510577,0.883799,0.06803,0.667762,0.102419,0.619575,0.014952,38
30/06/2019?21:00,0.434859,0.520925,0.882682,0.036306,0.698521,0.102934,0.638175,0,38
30/06/2019?22:00,0.437304,0.545579,0.881564,0.052168,0.720826,0.104992,0.647033,0,39
30/06/2019?23:00,0.358715,0.524882,0.87933,0.073669,0.680441,0.095728,0.645261,0,38
01/07/2019?0:00,0.274013,0.479988,0.883799,0.132887,0.586288,0.076171,0.631975,0,41
01/07/2019?1:00,0.235068,0.373764,0.884916,0.142051,0.468185,0.076171,0.531444,0,43
01/07/2019?2:00,0.208872,0.295998,0.87933,0.136764,0.391876,0.075142,0.459256,0,43
01/07/2019?3:00,0.203109,0.293867,0.87933,0.133592,0.393754,0.077715,0.451727,0,43
01/07/2019?4:00,0.212365,0.292802,0.883799,0.125837,0.392815,0.084406,0.452613,0,43
01/07/2019?5:00,0.217953,0.286867,0.882682,0.115615,0.372857,0.13227,0.445527,0,43
01/07/2019?6:00,0.314181,0.34287,0.884916,0.111385,0.420991,0.187854,0.466785,0.014072,44
01/07/2019?7:00,0.426476,0.500076,0.882682,0.063447,0.648039,0.211529,0.511957,0.063325,43
01/07/2019?8:00,0.539469,0.590473,0.884916,0.025026,0.689833,0.241894,0.65279,0.189974,43
01/07/2019?9:00,0.626615,0.653021,0.830168,0.005287,0.701573,0.366958,0.658547,0.373791,45
01/07/2019?10:00,0.660147,0.736722,0.803352,0.002115,0.729044,0.504889,0.668291,0.526825,46
01/07/2019?11:00,0.653685,0.750419,0.821229,0.003525,0.738436,0.48842,0.661647,0.598065,46
01/07/2019?12:00,0.688613,0.771268,0.782123,0.009517,0.757455,0.500772,0.662533,0.637643,46
01/07/2019?13:00,0.721795,0.803226,0.831285,0.032781,0.770603,0.517756,0.659433,0.656992,43
01/07/2019?14:00,0.700664,0.803074,0.834637,0.059217,0.76309,0.514668,0.651904,0.634125,45
01/07/2019?15:00,0.70241,0.801552,0.849162,0.096933,0.747124,0.513639,0.64349,0.598945,44
01/07/2019?16:00,0.668704,0.785573,0.848045,0.118435,0.725288,0.516212,0.643047,0.532102,44
01/07/2019?17:00,0.657702,0.773703,0.850279,0.125837,0.739845,0.519815,0.636404,0.394899,46
01/07/2019?18:00,0.644953,0.762898,0.868156,0.151216,0.744776,0.519815,0.64969,0.211082,44
01/07/2019?19:00,0.639888,0.749353,0.871508,0.189989,0.737497,0.518271,0.642604,0.077397,45
01/07/2019?20:00,0.640238,0.748744,0.873743,0.261191,0.706973,0.511065,0.641275,0.022867,44
01/07/2019?21:00,0.65124,0.746462,0.872626,0.345435,0.663301,0.501801,0.631089,0,46
01/07/2019?22:00,0.619804,0.753158,0.871508,0.352485,0.67058,0.489449,0.639061,0,46
01/07/2019?23:00,0.511002,0.681784,0.875978,0.329573,0.57807,0.478127,0.642161,0,46
02/07/2019?0:00,0.425603,0.610409,0.871508,0.316532,0.50857,0.455481,0.603632,0,44
02/07/2019?1:00,0.367097,0.514381,0.872626,0.263659,0.502935,0.226454,0.598317,0,43
02/07/2019?2:00,0.327628,0.468422,0.872626,0.218893,0.477812,0.196603,0.593888,0,43
02/07/2019?3:00,0.303178,0.411049,0.881564,0.207261,0.422869,0.198147,0.54473,0,36
02/07/2019?4:00,0.324485,0.424441,0.882682,0.189637,0.440244,0.204838,0.562888,0,43
02/07/2019?5:00,0.324659,0.407548,0.882682,0.185407,0.411834,0.206382,0.570859,0.00088,44
02/07/2019?6:00,0.391897,0.444225,0.883799,0.154388,0.471942,0.225939,0.572188,0.01759,45
02/07/2019?7:00,0.520258,0.603257,0.884916,0.107508,0.644283,0.321668,0.657662,0.081794,47
02/07/2019?8:00,0.597625,0.658956,0.882682,0.061685,0.664006,0.467833,0.647919,0.21372,47
02/07/2019?9:00,0.664163,0.693958,0.884916,0.050758,0.694529,0.474524,0.606732,0.399296,45
02/07/2019?10:00,0.69752,0.738092,0.849162,0.051463,0.701338,0.502831,0.662976,0.49956,43
02/07/2019?11:00,0.743451,0.779638,0.843575,0.052873,0.741489,0.496655,0.672276,0.580475,43
02/07/2019?12:00,0.745023,0.78816,0.846927,0.05534,0.746185,0.489964,0.667405,0.629727,43
02/07/2019?13:00,0.761439,0.80003,0.846927,0.093056,0.738436,0.493567,0.65279,0.649956,44
02/07/2019?14:00,0.763535,0.813727,0.835754,0.11209,0.745715,0.500257,0.658105,0.638522,48
02/07/2019?15:00,0.749389,0.797748,0.837989,0.130772,0.718713,0.499743,0.660762,0.593668,48
02/07/2019?16:00,0.72913,0.806727,0.837989,0.1276,0.754402,0.503345,0.671391,0.492524,47
02/07/2019?17:00,0.721271,0.787856,0.836872,0.125485,0.764968,0.502831,0.676262,0.342128,47
02/07/2019?18:00,0.718826,0.780247,0.836872,0.101516,0.810049,0.493052,0.684234,0.193492,44
02/07/2019?19:00,0.720747,0.758028,0.841341,0.080719,0.824607,0.493052,0.674934,0.074758,46
02/07/2019?20:00,0.695075,0.745092,0.837989,0.101868,0.806527,0.493052,0.674934,0.016711,47
02/07/2019?21:00,0.702061,0.723939,0.826816,0.111738,0.776943,0.494596,0.668733,0,46
02/07/2019?22:00,0.683723,0.7282,0.873743,0.182587,0.747828,0.4807,0.639947,0,47
02/07/2019?23:00,0.55868,0.661848,0.880447,0.194924,0.61869,0.496655,0.659433,0,46
03/07/2019?0:00,0.445162,0.606148,0.878212,0.146281,0.5668,0.486361,0.665633,0,46
03/07/2019?1:00,0.387181,0.475422,0.875978,0.11068,0.488378,0.312403,0.628875,0,46
03/07/2019?2:00,0.35592,0.439355,0.877095,0.113853,0.427565,0.311374,0.634632,0,46
03/07/2019?3:00,0.352428,0.410288,0.87933,0.113148,0.382249,0.313948,0.633747,0,46
03/07/2019?4:00,0.342124,0.411962,0.878212,0.115263,0.384597,0.285126,0.656333,0,46
03/07/2019?5:00,0.344219,0.417897,0.875978,0.121255,0.391406,0.28667,0.65279,0,46
03/07/2019?6:00,0.380196,0.408614,0.880447,0.130419,0.374031,0.289243,0.638618,0.009675,45
03/07/2019?7:00,0.514845,0.544362,0.87933,0.095523,0.576426,0.301081,0.653676,0.07212,47
03/07/2019?8:00,0.626092,0.590017,0.878212,0.064857,0.621038,0.337108,0.64659,0.198769,47
03/07/2019?9:00,0.686343,0.672957,0.864804,0.041241,0.638648,0.519815,0.670948,0.316623,47
03/07/2019?10:00,0.691582,0.676914,0.835754,0.037716,0.633952,0.520329,0.660762,0.412489,47
03/07/2019?11:00,0.732099,0.714047,0.840223,0.035601,0.662597,0.525476,0.664748,0.503958,48
03/07/2019?12:00,0.742927,0.716482,0.777654,0.032781,0.668936,0.520329,0.668291,0.551451,49
03/07/2019?13:00,0.782047,0.744483,0.842458,0.05957,0.674806,0.522388,0.670948,0.567282,47
03/07/2019?14:00,0.735243,0.712677,0.835754,0.155093,0.604367,0.497169,0.624446,0.548813,47
03/07/2019?15:00,0.704506,0.708872,0.81676,0.34473,0.539563,0.411734,0.600089,0.503958,49
03/07/2019?16:00,0.693329,0.695024,0.82905,0.616849,0.457384,0.323212,0.492471,0.408971,48
03/07/2019?17:00,0.645826,0.666413,0.841341,0.551639,0.505283,0.315492,0.472099,0.269129,49
03/07/2019?18:00,0.62941,0.651651,0.868156,0.397251,0.549425,0.321153,0.574402,0.172383,49
03/07/2019?19:00,0.616661,0.644955,0.870391,0.500881,0.478281,0.327844,0.587245,0.103782,45
03/07/2019?20:00,0.622249,0.638563,0.86257,0.375749,0.536511,0.377766,0.619132,0.016711,46
03/07/2019?21:00,0.634998,0.513012,0.869274,0.275643,0.448227,0.355636,0.572188,0,46
03/07/2019?22:00,0.62679,0.589256,0.868156,0.138879,0.568208,0.472465,0.639947,0,45
03/07/2019?23:00,0.489521,0.50799,0.865922,0.080014,0.486264,0.469377,0.635961,0,44
04/07/2019?0:00,0.391547,0.478009,0.872626,0.204089,0.39845,0.382398,0.630204,0,43
04/07/2019?1:00,0.348585,0.420332,0.881564,0.315122,0.345151,0.226969,0.555359,0,41
04/07/2019?2:00,0.325707,0.378633,0.87933,0.290095,0.347265,0.178075,0.503543,0,41
04/07/2019?3:00,0.312435,0.366154,0.880447,0.212548,0.330829,0.179619,0.594331,0,42
04/07/2019?4:00,0.319944,0.373307,0.881564,0.220303,0.31768,0.205867,0.606732,0,42
04/07/2019?5:00,0.308767,0.363415,0.878212,0.279873,0.291148,0.183736,0.574402,0,42
04/07/2019?6:00,0.346315,0.38746,0.882682,0.331688,0.319089,0.17859,0.530115,0.011434,39
04/07/2019?7:00,0.493888,0.514534,0.877095,0.276348,0.530641,0.189398,0.522586,0.075638,43
04/07/2019?8:00,0.599022,0.552123,0.87933,0.115263,0.560695,0.301081,0.605403,0.225154,45
04/07/2019?9:00,0.626266,0.605387,0.782123,0.088121,0.546372,0.463201,0.659876,0.343887,46
04/07/2019?10:00,0.645651,0.63065,0.792179,0.149806,0.539563,0.436953,0.635518,0.44679,45
04/07/2019?11:00,0.661369,0.630954,0.813408,0.160028,0.528058,0.400412,0.611603,0.558487,46
04/07/2019?12:00,0.660147,0.640694,0.82905,0.112443,0.547781,0.395265,0.64039,0.598945,45
04/07/2019?13:00,0.684771,0.660934,0.854749,0.088121,0.550364,0.478127,0.624004,0.641161,45
04/07/2019?14:00,0.682152,0.66413,0.821229,0.084596,0.564452,0.479156,0.635961,0.614776,45
04/07/2019?15:00,0.657527,0.648608,0.851397,0.084596,0.552712,0.484303,0.627989,0.563764,45
04/07/2019?16:00,0.657527,0.637194,0.823464,0.088474,0.563043,0.502316,0.622232,0.439754,45
04/07/2019?17:00,0.654034,0.637042,0.827933,0.089884,0.57854,0.510551,0.638618,0.329815,45
04/07/2019?18:00,0.617709,0.616345,0.865922,0.078252,0.585583,0.508492,0.628432,0.204925,44
04/07/2019?19:00,0.610548,0.567798,0.867039,0.097286,0.543085,0.509007,0.611603,0.069481,43
04/07/2019?20:00,0.610548,0.560645,0.863687,0.11632,0.535807,0.509007,0.604517,0.023747,46
04/07/2019?21:00,0.625044,0.556536,0.863687,0.130772,0.538859,0.468863,0.61116,0.004398,47
04/07/2019?22:00,0.606008,0.558667,0.870391,0.152626,0.529702,0.448791,0.624446,0.00088,47
04/07/2019?23:00,0.474153,0.48151,0.87486,0.16743,0.473116,0.353062,0.568202,0.00088,46
05/07/2019?0:00,0.4022,0.479836,0.877095,0.18012,0.457619,0.345342,0.583702,0.00088,45
05/07/2019?1:00,0.358365,0.429006,0.871508,0.180472,0.413947,0.291302,0.56643,0,44
05/07/2019?2:00,0.349109,0.416527,0.875978,0.167783,0.403146,0.215131,0.630647,0,44
05/07/2019?3:00,0.329025,0.397656,0.875978,0.135354,0.375205,0.24035,0.647476,0,44
05/07/2019?4:00,0.325009,0.391873,0.877095,0.095523,0.392346,0.242409,0.647033,0,44
05/07/2019?5:00,0.321341,0.371785,0.875978,0.076489,0.374501,0.287699,0.606732,0,44
05/07/2019?6:00,0.368145,0.376807,0.875978,0.059922,0.38765,0.290787,0.607617,0.013193,45
05/07/2019?7:00,0.50489,0.48714,0.877095,0.047233,0.533693,0.291817,0.630204,0.084433,47
05/07/2019?8:00,0.55868,0.528534,0.878212,0.041241,0.565626,0.319094,0.624004,0.185576,49
05/07/2019?9:00,0.626266,0.606605,0.813408,0.065915,0.611176,0.415337,0.635961,0.265611,49
05/07/2019?10:00,0.628886,0.640846,0.811173,0.101868,0.585583,0.490479,0.61426,0.386104,48
05/07/2019?11:00,0.632728,0.659565,0.796648,0.147691,0.565156,0.475039,0.611603,0.49956,48
05/07/2019?12:00,0.637269,0.678131,0.807821,0.185407,0.520075,0.505404,0.618246,0.608619,48
05/07/2019?13:00,0.663116,0.700198,0.778771,0.295735,0.523832,0.427689,0.61116,0.617414,47
05/07/2019?14:00,0.65613,0.718612,0.808939,0.351075,0.53792,0.339166,0.631089,0.621812,47
05/07/2019?15:00,0.621725,0.713133,0.860335,0.222066,0.547077,0.478641,0.650576,0.560246,46
05/07/2019?16:00,0.613867,0.710546,0.864804,0.180825,0.583236,0.50386,0.645261,0.476693,46
05/07/2019?17:00,0.613692,0.709481,0.865922,0.201621,0.591453,0.504375,0.653676,0.368514,46
05/07/2019?18:00,0.606182,0.698219,0.863687,0.252732,0.587227,0.50386,0.644818,0.2146,44
05/07/2019?19:00,0.600594,0.686045,0.867039,0.272118,0.589575,0.507977,0.643933,0.079156,44
05/07/2019?20:00,0.588718,0.674783,0.865922,0.28516,0.58981,0.502316,0.633747,0.010554,45
05/07/2019?21:00,0.614914,0.655608,0.868156,0.326754,0.545198,0.501287,0.616032,0,45
05/07/2019?22:00,0.5854,0.670218,0.865922,0.340853,0.557173,0.492537,0.625775,0,44
05/07/2019?23:00,0.458784,0.5958,0.869274,0.333098,0.504813,0.351518,0.637733,0,45
06/07/2019?0:00,0.402026,0.553036,0.87486,0.28657,0.445175,0.39475,0.646147,0,44
06/07/2019?1:00,0.348411,0.450464,0.87486,0.285865,0.388119,0.24035,0.588574,0,44
06/07/2019?2:00,0.312435,0.407853,0.87486,0.255904,0.367692,0.196603,0.577945,0,44
06/07/2019?3:00,0.286238,0.37285,0.875978,0.210434,0.34116,0.195574,0.58326,0,45
06/07/2019?4:00,0.287985,0.365241,0.87486,0.150511,0.369101,0.196089,0.585031,0,43
06/07/2019?5:00,0.263884,0.339674,0.877095,0.140994,0.321437,0.28667,0.534544,0,39
06/07/2019?6:00,0.27576,0.319434,0.875978,0.142404,0.319793,0.242409,0.514615,0.008795,43
06/07/2019?7:00,0.353999,0.37422,0.875978,0.090589,0.402207,0.222337,0.551816,0.095866,44
06/07/2019?8:00,0.425777,0.443768,0.880447,0.049348,0.467481,0.310345,0.533215,0.241865,43
06/07/2019?9:00,0.46577,0.50525,0.877095,0.047233,0.464663,0.439012,0.539858,0.379947,43
06/07/2019?10:00,0.510653,0.548166,0.877095,0.040536,0.472411,0.481729,0.537201,0.546174,44
06/07/2019?11:00,0.511701,0.554254,0.873743,0.046528,0.466307,0.4807,0.527015,0.616535,44
06/07/2019?12:00,0.51694,0.565515,0.873743,0.070497,0.468655,0.437983,0.539858,0.658751,44
06/07/2019?13:00,0.520084,0.585603,0.873743,0.096581,0.484856,0.392692,0.574845,0.655233,45
06/07/2019?14:00,0.492316,0.566733,0.877095,0.096933,0.471237,0.385486,0.559787,0.636763,44
06/07/2019?15:00,0.490045,0.563841,0.881564,0.081424,0.482508,0.388574,0.570416,0.58927,44
06/07/2019?16:00,0.492141,0.561102,0.872626,0.077194,0.487438,0.419969,0.574845,0.510994,43
06/07/2019?17:00,0.50978,0.567646,0.87486,0.081072,0.506457,0.469377,0.569088,0.399296,43
06/07/2019?18:00,0.503318,0.544057,0.87486,0.057103,0.516788,0.492023,0.575731,0.226033,43
06/07/2019?19:00,0.504541,0.526252,0.878212,0.043003,0.523832,0.494596,0.596103,0.083553,44
06/07/2019?20:00,0.492316,0.518186,0.875978,0.045471,0.540268,0.483273,0.58326,0.014952,43
06/07/2019?21:00,0.512225,0.516968,0.873743,0.066972,0.532754,0.474009,0.584588,0,42
06/07/2019?22:00,0.493713,0.522751,0.872626,0.083891,0.529702,0.483273,0.577945,0,43
06/07/2019?23:00,0.383863,0.483945,0.875978,0.086006,0.480394,0.468348,0.566873,0,42
07/07/2019?0:00,0.339329,0.467052,0.875978,0.068382,0.449401,0.477097,0.59256,0,39
07/07/2019?1:00,0.293573,0.345001,0.87486,0.05393,0.39258,0.23263,0.572631,0,39
07/07/2019?2:00,0.248865,0.316542,0.873743,0.063095,0.355952,0.188369,0.585917,0,40
07/07/2019?3:00,0.237688,0.325521,0.873743,0.074022,0.360178,0.189913,0.58946,0,40
07/07/2019?4:00,0.243102,0.318369,0.872626,0.076137,0.360883,0.187854,0.56643,0,39
07/07/2019?5:00,0.217779,0.306498,0.873743,0.085654,0.354309,0.190427,0.529672,0,40
07/07/2019?6:00,0.2073,0.293106,0.873743,0.091999,0.331533,0.190942,0.518601,0.012313,41
07/07/2019?7:00,0.241181,0.306498,0.875978,0.100458,0.337873,0.191457,0.507529,0.064204,42
07/07/2019?8:00,0.280475,0.372546,0.875978,0.06521,0.386241,0.264025,0.528344,0.188215,41
07/07/2019?9:00,0.338805,0.43905,0.875978,0.122665,0.406903,0.229027,0.562002,0.343008,42
07/07/2019?10:00,0.355047,0.467509,0.877095,0.18153,0.409486,0.196089,0.546501,0.44679,43
07/07/2019?11:00,0.376703,0.509816,0.875978,0.200916,0.45715,0.197118,0.524358,0.496042,42
07/07/2019?12:00,0.397834,0.545123,0.877095,0.265421,0.461846,0.198662,0.510186,0.547933,42
07/07/2019?13:00,0.410059,0.573277,0.875978,0.321819,0.461846,0.212043,0.519929,0.528584,42
07/07/2019?14:00,0.380894,0.551666,0.872626,0.401128,0.41019,0.203294,0.466785,0.521548,42
07/07/2019?15:00,0.373734,0.544666,0.870391,0.442016,0.403851,0.208441,0.406112,0.519789,41
07/07/2019?16:00,0.396088,0.53797,0.869274,0.432499,0.402911,0.209985,0.442427,0.430079,42
07/07/2019?17:00,0.409361,0.556688,0.872626,0.470215,0.402442,0.211014,0.513729,0.302551,41
07/07/2019?18:00,0.402724,0.557754,0.870391,0.5178,0.395163,0.203809,0.527458,0.205805,40
07/07/2019?19:00,0.416346,0.562471,0.871508,0.572788,0.394459,0.206382,0.529229,0.08883,39
07/07/2019?20:00,0.432239,0.564906,0.871508,0.558689,0.420286,0.210499,0.542958,0.008795,39
07/07/2019?21:00,0.477297,0.592908,0.875978,0.535425,0.458558,0.213587,0.581931,0,38
07/07/2019?22:00,0.449703,0.587277,0.871508,0.528728,0.452688,0.206382,0.584145,0,40
07/07/2019?23:00,0.38299,0.544818,0.871508,0.53331,0.413008,0.189398,0.551373,0,41
08/07/2019?0:00,0.303528,0.504794,0.875978,0.495594,0.379432,0.191457,0.542516,0,39
08/07/2019?1:00,0.239434,0.383199,0.871508,0.418752,0.297957,0.182192,0.446413,0,40
08/07/2019?2:00,0.212539,0.355806,0.871508,0.333803,0.330124,0.182707,0.414969,0,39
08/07/2019?3:00,0.220573,0.349414,0.87486,0.310187,0.336934,0.183222,0.412755,0,38
08/07/2019?4:00,0.229305,0.332826,0.872626,0.475855,0.207091,0.171384,0.411426,0,38
08/07/2019?5:00,0.220922,0.311673,0.87486,0.410645,0.217422,0.172414,0.41054,0,39
08/07/2019?6:00,0.290779,0.292802,0.870391,0.321466,0.262268,0.176016,0.379539,0.002639,42
08/07/2019?7:00,0.406217,0.376351,0.873743,0.318646,0.34703,0.184251,0.439327,0.037819,43
08/07/2019?8:00,0.55117,0.512707,0.873743,0.52485,0.381075,0.214617,0.430027,0.146878,45
08/07/2019?9:00,0.596228,0.540861,0.855866,0.47656,0.36464,0.303654,0.453499,0.307828,45
08/07/2019?10:00,0.62679,0.613453,0.803352,0.402538,0.489786,0.324241,0.479628,0.397537,46
08/07/2019?11:00,0.643206,0.644499,0.826816,0.512866,0.446349,0.31755,0.453942,0.508355,46
08/07/2019?12:00,0.631331,0.64602,0.789944,0.342615,0.479455,0.328873,0.583702,0.567282,45
08/07/2019?13:00,0.646699,0.692132,0.82905,0.334156,0.450575,0.485847,0.634632,0.564644,46
08/07/2019?14:00,0.630283,0.686806,0.748603,0.36165,0.460672,0.477097,0.623118,0.528584,45
08/07/2019?15:00,0.607929,0.676153,0.804469,0.338033,0.476403,0.38806,0.638618,0.545295,46
08/07/2019?16:00,0.603912,0.638259,0.792179,0.230173,0.498474,0.439527,0.628432,0.454705,46
08/07/2019?17:00,0.584701,0.617562,0.775419,0.163553,0.521249,0.492023,0.636404,0.322779,46
08/07/2019?18:00,0.576319,0.584234,0.837989,0.103983,0.526649,0.494596,0.638175,0.202287,45
08/07/2019?19:00,0.566539,0.543905,0.832402,0.067325,0.527823,0.494596,0.63419,0.069481,45
08/07/2019?20:00,0.559553,0.532187,0.851397,0.048643,0.532519,0.496655,0.633747,0.013193,44
08/07/2019?21:00,0.602864,0.53797,0.854749,0.024321,0.556938,0.501287,0.63729,0,44
08/07/2019?22:00,0.551869,0.521077,0.853631,0.030666,0.532989,0.491508,0.63419,0,43
08/07/2019?23:00,0.440971,0.482727,0.852514,0.045471,0.451045,0.489449,0.661647,0,42
